友家·新源时代3居室-南卧 [大兴大兴其它]4号线生物医药基地   13.8㎡| 3/18层| 3室1厅  距4号线生物医药基地站495米 有2间空房   离地铁近 集体供暖 友家4.0米苏     ￥1890(每月)  查看更多  
友家·国际港4居室-南卧 [朝阳燕莎]机场线三元桥   16.8㎡| 7/23层| 4室1厅  距机场线三元桥站210米 有2间空房   离地铁近 独卫 独立阳台 友家4.0拿铁     ￥5290(每月)  查看更多  
友家·鑫苑鑫都汇3居室-南卧 [大兴黄村]4号线生物医药基地   10㎡| 17/25层| 3室1厅  距4号线生物医药基地站273米 有2间空房   离地铁近 集体供暖 友家4.0米苏     ￥1990(每月)  查看更多  
友家·恒大未来城3居室-南卧 [大兴大兴其它]4号线义和庄   10.88㎡| 14/23层| 3室1厅  距4号线义和庄站250米 有2间空房   离地铁近 集体供暖 友家4.0拿铁     ￥1960(每月)  查看更多  
友家·长阳半岛1号院2居室-南卧 [房山长阳]房山线长阳   9.7㎡| 7/21层| 2室1厅  距房山线长阳站673米   离地铁近 集体供暖 友家5.0米苏     ￥2290(每月)  查看更多  
友家·龙湖时代天街5居室-南卧 [大兴黄村]4号线生物医药基地   20.3㎡| 21/26层| 5室1厅  距4号线生物医药基地站160米   离地铁近 中央空调 友家4.0木棉     ￥1990(每月)  查看更多  
友家·郁花园二里5居室-南卧 [大兴黄村]4号线高米店北   12.8㎡| 5/6层| 5室1厅  距4号线高米店北站297米 有2间空房   离地铁近 独立供暖 友家4.0布丁     ￥2190(每月)  查看更多  
友家·郁花园二里5居室-南卧 [大兴黄村]4号线高米店北   12.2㎡| 5/6层| 5室1厅  距4号线高米店北站297米 有2间空房   离地铁近 独立供暖 友家4.0木棉     ￥2160(每月)  查看更多  
友家·瑞丽江畔3居室-南卧 [丰台马家堡]10号线角门西   8.6㎡| 21/21层| 3室1厅  距10号线角门西站237米   离地铁近 独立阳台 集体供暖 友家4.0米苏     ￥2690(每月)  查看更多  
友家·阳光新干线4居室-南卧 [朝阳亚运村]5号线大屯路东   27㎡| 7/16层| 4室1厅  距5号线大屯路东站348米   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥3960(每月)  查看更多  
